Item_ID,รายการสินค้า,จำนวน,มูลค่าต่อหน่วย,มูลค่ารวม
525,003 / เครื่องฟอกอากาศ,166,4525.99,751314.08
526,ยางลบ,11,2548.68,28035.49
527,ดินสอ,976,1558.92,1521508.35
528,003 / เครื่องฟอกอากาศ,2176,4193.27,9124554.23
529,ยางลบ,4042,4807.25,19430914.69
530,สมุดโน้ต,543,4655.18,2527764.07
531,003 / เครื่องฟอกอากาศ,3905,413.27,1613833.05
532,ดินสอ,2171,779.74,1692813.27
533,ยางลบ,1265,4689.14,5931767.69
534,003 / เครื่องฟอกอากาศ,3957,1354.51,5359810.59
535,ปากกาลูกลื่น,58,567.61,32921.38
536,ยางลบ,2038,3263.06,6650122.45
537,ปากกาลูกลื่น,4102,1537.02,6304863.33
538,003 / เครื่องฟอกอากาศ,1555,2623.21,4079091.04
539,ปากกาลูกลื่น,3394,2133.87,7242345.3
540,003 / เครื่องฟอกอากาศ,2178,154.49,336478.49
541,สมุดโน้ต,4687,3222.16,15102255.13
542,ยางลบ,2891,890.18,2573502.17
543,ยางลบ,1367,3443.93,4707858.41
544,003 / เครื่องฟอกอากาศ,2593,1741.97,4516925.82
545,003 / เครื่องฟอกอากาศ,2124,3380.28,7179708.95
546,ดินสอ,196,2959.9,580140.36
547,สมุดโน้ต,4910,3494.43,17157628.48
548,สมุดโน้ต,1908,2898.96,5531219.67
549,ดินสอ,670,4723.14,3164505.12
550,ดินสอ,4141,2120.45,8780791.43
551,ดินสอ,4761,4211.37,20050308.99
552,ยางลบ,2577,4697.59,12105695.57
553,ปากกาลูกลื่น,1965,3054.03,6001165.8
554,ยางลบ,4388,981.32,4306025.2
555,003 / เครื่องฟอกอากาศ,4854,4176.23,20271408.14
556,ดินสอ,3658,3777.74,13818979.59
557,ดินสอ,149,4161.58,620074.84
558,003 / เครื่องฟอกอากาศ,3554,1167.16,4148095.24
559,สมุดโน้ต,2492,330.25,822990.47
560,003 / เครื่องฟอกอากาศ,4288,4220.82,18098883.14
561,ดินสอ,2576,451.99,1164314.87
562,ปากกาลูกลื่น,749,720.25,539464.53
563,ดินสอ,154,1125.58,173340.01
564,003 / เครื่องฟอกอากาศ,4522,3490.93,15785981.14
565,ยางลบ,3696,4553.26,16828856.76
566,003 / เครื่องฟอกอากาศ,346,2786.22,964031.98
567,ดินสอ,2353,3883.26,9137306.91
568,ปากกาลูกลื่น,2442,4015.92,9806878.93
569,003 / เครื่องฟอกอากาศ,3314,286.38,949074.13
570,003 / เครื่องฟอกอากาศ,2229,2578.5,5747486.74
571,สมุดโน้ต,3857,3834.12,14788183.9
572,สมุดโน้ต,1451,2722.62,3950514.49
573,ปากกาลูกลื่น,3047,2433.88,7416046.13
574,ยางลบ,1580,3438.18,5432330.66
575,003 / เครื่องฟอกอากาศ,753,660.27,497183.76
576,สมุดโน้ต,166,501.22,83203.05
577,สมุดโน้ต,925,933.66,863635.7
578,ยางลบ,494,2836.52,1401239.6
579,ดินสอ,2714,1212.41,3290491.64
580,ยางลบ,3461,1638.41,5670552.57
581,003 / เครื่องฟอกอากาศ,3532,3758.56,13275228.87
582,ยางลบ,1971,3348.1,6599112.79
583,ยางลบ,503,1636.62,823220.71
584,ปากกาลูกลื่น,3310,1586.65,5251795.66
585,ยางลบ,1142,380.4,434420.22
586,ปากกาลูกลื่น,2483,3311.0,8221202.42
587,สมุดโน้ต,2402,1962.02,4712763.4
588,ยางลบ,3796,1667.97,6331631.42
589,ดินสอ,512,779.71,399211.75
590,สมุดโน้ต,1608,1727.64,2778037.08
591,สมุดโน้ต,1569,3352.93,5260740.59
592,ปากกาลูกลื่น,2263,426.66,965536.57
593,ปากกาลูกลื่น,673,1492.0,1004118.89
594,ปากกาลูกลื่น,4328,4749.26,20554815.07
595,สมุดโน้ต,4055,1203.81,4881444.45
596,ปากกาลูกลื่น,3438,3032.94,10427252.84
597,003 / เครื่องฟอกอากาศ,2233,15.67,34990.61
598,ยางลบ,1773,4081.91,7237235.29
599,ปากกาลูกลื่น,2736,173.16,473759.32
600,ดินสอ,4432,2018.87,8947644.24
601,ปากกาลูกลื่น,2985,1242.49,3708844.59
602,003 / เครื่องฟอกอากาศ,4335,1474.99,6394098.66
603,ปากกาลูกลื่น,2832,4153.33,11762221.96
604,สมุดโน้ต,1779,634.94,1129563.61
605,ยางลบ,4974,3493.29,17375607.61
606,003 / เครื่องฟอกอากาศ,1675,1756.13,2941515.3
607,003 / เครื่องฟอกอากาศ,2047,4489.18,9189347.16
608,สมุดโน้ต,2953,4153.03,12263905.76
609,สมุดโน้ต,1317,1701.0,2240221.98
610,ยางลบ,3532,1358.83,4799388.19
611,ยางลบ,1426,3015.78,4300498.27
612,ดินสอ,1017,3740.88,3804474.15
613,ปากกาลูกลื่น,2282,714.62,1630754.7
614,ยางลบ,602,2411.07,1451466.87
615,ดินสอ,3797,4434.88,16839253.45
616,สมุดโน้ต,3063,1208.84,3702686.6
617,ปากกาลูกลื่น,2187,514.09,1124304.64
618,ปากกาลูกลื่น,925,2985.85,2761915.08
619,ปากกาลูกลื่น,3347,2138.4,7157231.66
620,ยางลบ,2396,4038.76,9676880.77
621,สมุดโน้ต,4285,1664.52,7132482.06
622,ยางลบ,2752,1707.98,4700366.91
623,ดินสอ,4434,4229.99,18755778.16
624,003 / เครื่องฟอกอากาศ,2994,4552.47,13630089.88
625,ปากกาลูกลื่น,2467,4164.01,10272620.46
626,003 / เครื่องฟอกอากาศ,3771,3354.36,12649277.49
627,ดินสอ,4033,1562.98,6303517.56
628,ยางลบ,3820,979.72,3742528.87
629,ยางลบ,3544,4155.98,14728794.79
630,สมุดโน้ต,3013,840.7,2533032.31
631,ดินสอ,4926,2147.12,10576716.34
632,ดินสอ,765,246.3,188417.16
633,ปากกาลูกลื่น,586,4262.87,2498043.56
634,ดินสอ,4902,4016.96,19691127.12
635,003 / เครื่องฟอกอากาศ,2619,3368.17,8821227.44
636,สมุดโน้ต,3530,1031.38,3640769.37
637,ดินสอ,2641,1709.59,4515018.61
638,ยางลบ,1898,870.44,1652089.64
639,สมุดโน้ต,1901,3045.27,5789057.61
640,ดินสอ,2918,1372.26,4004264.03
641,ยางลบ,309,1454.65,449487.62
642,ยางลบ,668,2793.28,1865913.6
643,สมุดโน้ต,4133,619.55,2560605.38
644,003 / เครื่องฟอกอากาศ,2539,1472.41,3738437.07
645,ดินสอ,1715,961.09,1648264.15
646,สมุดโน้ต,2674,1275.68,3411181.45
647,003 / เครื่องฟอกอากาศ,2154,437.6,942597.34
648,ดินสอ,3551,4030.41,14311979.27
649,สมุดโน้ต,560,91.57,51280.73
650,ปากกาลูกลื่น,4360,3278.13,14292641.57
651,ดินสอ,811,584.23,473807.31
652,ดินสอ,1993,1725.58,3439077.23
653,สมุดโน้ต,2535,3807.53,9652089.91
654,ยางลบ,790,1873.33,1479930.87
655,ยางลบ,630,1345.39,847596.5
656,ดินสอ,484,319.99,154873.45
657,สมุดโน้ต,354,939.91,332727.21
658,สมุดโน้ต,4357,1254.1,5464130.84
659,สมุดโน้ต,4542,1197.27,5437998.59
660,ปากกาลูกลื่น,2793,4390.78,12263444.38
661,003 / เครื่องฟอกอากาศ,1933,470.81,910077.6
662,003 / เครื่องฟอกอากาศ,4203,2531.89,10641554.5
663,ดินสอ,3872,3310.19,12817054.41
664,ดินสอ,2675,2563.55,6857487.97
665,ยางลบ,4102,2563.08,10513748.24
666,ยางลบ,3547,777.61,2758178.65
667,ยางลบ,154,4261.9,656332.21
668,ดินสอ,4883,3310.96,16167401.3
669,ปากกาลูกลื่น,1375,4431.43,6093218.5
670,สมุดโน้ต,1528,2584.45,3949032.97
671,ดินสอ,1946,3497.09,6805338.49
672,สมุดโน้ต,1576,118.38,186572.03
673,ยางลบ,1992,955.35,1903051.78
674,ดินสอ,3624,3212.42,11641822.16
675,ปากกาลูกลื่น,659,3860.47,2544047.52
676,003 / เครื่องฟอกอากาศ,3171,3291.34,10436842.57
677,สมุดโน้ต,1159,4750.63,5505982.54
678,ปากกาลูกลื่น,346,4371.18,1512428.41
679,ยางลบ,840,3390.87,2848328.89
680,003 / เครื่องฟอกอากาศ,1959,4865.0,9530539.69
681,ปากกาลูกลื่น,2772,516.26,1431071.31
682,ดินสอ,1176,3246.65,3818055.6
683,สมุดโน้ต,4696,4653.86,21854506.63
684,สมุดโน้ต,1772,4137.66,7331937.6
685,003 / เครื่องฟอกอากาศ,750,1094.13,820597.48
686,ดินสอ,493,737.5,363589.56
687,ดินสอ,4029,119.01,479497.23
688,ดินสอ,601,4963.05,2982792.09
689,ปากกาลูกลื่น,4794,630.47,3022449.33
690,003 / เครื่องฟอกอากาศ,2101,4518.13,9492595.24
691,ปากกาลูกลื่น,137,2097.48,287354.08
692,ปากกาลูกลื่น,79,185.62,14663.9
693,003 / เครื่องฟอกอากาศ,689,3930.43,2708069.19
694,003 / เครื่องฟอกอากาศ,2974,1734.04,5157034.45
695,สมุดโน้ต,1405,1741.51,2446815.23
696,สมุดโน้ต,4153,1348.69,5601088.83
697,ยางลบ,3032,3308.34,10030892.26
698,ปากกาลูกลื่น,167,2026.78,338472.63
699,ดินสอ,539,57.17,30814.77
700,ดินสอ,512,1584.46,811242.89
701,สมุดโน้ต,433,3074.42,1331223.36
702,ดินสอ,3911,3087.75,12076172.87
703,ยางลบ,4813,4906.61,23615493.42
704,ดินสอ,2982,548.5,1635615.68
705,ปากกาลูกลื่น,820,2455.81,2013763.19
706,สมุดโน้ต,3235,4108.69,13291615.45
707,สมุดโน้ต,4993,580.37,2897773.31
708,ดินสอ,4436,46.85,207826.63
709,สมุดโน้ต,1789,4319.0,7726696.63
710,003 / เครื่องฟอกอากาศ,723,2135.78,1544169.15
711,ปากกาลูกลื่น,4246,2811.31,11936841.22
712,สมุดโน้ต,79,1857.96,146778.6
713,ยางลบ,1707,1218.57,2080099.18
714,ยางลบ,10,2712.36,27123.6
715,สมุดโน้ต,908,4816.68,4373548.86
716,ปากกาลูกลื่น,4947,4052.69,20048668.72
717,สมุดโน้ต,3132,1076.14,3370481.35
718,ปากกาลูกลื่น,3282,3309.02,10860213.06
719,ยางลบ,3264,3663.26,11956864.58
720,ดินสอ,526,4667.7,2455211.19
721,ดินสอ,2304,1678.84,3868051.52
722,ดินสอ,3103,2265.42,7029597.23
723,ปากกาลูกลื่น,4058,4875.32,19784053.97
724,ดินสอ,471,2704.75,1273935.44
725,ดินสอ,3932,1927.0,7576957.52
726,003 / เครื่องฟอกอากาศ,1491,3545.83,5286835.55
727,ปากกาลูกลื่น,1897,3353.37,6361348.07
728,สมุดโน้ต,2891,3391.15,9803818.76
729,ยางลบ,179,2909.35,520773.15
730,ดินสอ,1171,681.16,797632.79
731,ปากกาลูกลื่น,1258,593.82,747024.63
732,ปากกาลูกลื่น,1501,3605.85,5412384.45
733,ดินสอ,114,1916.79,218513.96
734,สมุดโน้ต,4142,2607.89,10801892.06
735,ดินสอ,996,4405.95,4388329.58
736,ปากกาลูกลื่น,4631,4298.51,19906406.11
737,003 / เครื่องฟอกอากาศ,2261,3461.62,7826733.55
738,003 / เครื่องฟอกอากาศ,2946,103.16,303922.71
739,ยางลบ,4331,4989.34,21608844.59
740,ปากกาลูกลื่น,1567,4242.97,6648734.14
741,ดินสอ,1877,1775.68,3332953.39
742,003 / เครื่องฟอกอากาศ,2686,3780.34,10153998.33
743,ดินสอ,4666,3139.8,14650325.9
744,003 / เครื่องฟอกอากาศ,3141,2744.74,8621219.78
745,003 / เครื่องฟอกอากาศ,2225,2654.41,5906059.77
746,สมุดโน้ต,556,618.28,343763.76
747,003 / เครื่องฟอกอากาศ,3168,810.17,2566618.9
748,003 / เครื่องฟอกอากาศ,4408,1726.03,7608347.34
749,สมุดโน้ต,38,3949.54,150082.39
750,ยางลบ,4466,2058.59,9193664.88
751,สมุดโน้ต,277,1424.22,394508.63
752,ดินสอ,3636,100.87,366778.02
753,ดินสอ,3565,3552.62,12665097.46
754,ยางลบ,3997,2592.76,10363262.62
755,ยางลบ,3216,2472.96,7953053.27
756,สมุดโน้ต,2055,1084.5,2228657.56
757,ยางลบ,3992,3789.57,15127949.61
758,003 / เครื่องฟอกอากาศ,2107,968.47,2040568.07
759,สมุดโน้ต,3624,4092.49,14831171.95
760,ปากกาลูกลื่น,3184,3337.35,10626116.06
761,ดินสอ,2323,4550.7,10571265.22
762,003 / เครื่องฟอกอากาศ,3738,4161.68,15556355.86
763,ดินสอ,1581,1415.46,2237847.13
764,สมุดโน้ต,1249,2261.12,2824135.86
765,003 / เครื่องฟอกอากาศ,4570,1326.47,6061948.33
766,ปากกาลูกลื่น,106,419.24,44439.37
767,ดินสอ,576,1122.71,646679.31
768,ดินสอ,791,3876.6,3066388.66
769,ปากกาลูกลื่น,1082,290.55,314373.38
770,ยางลบ,4009,3194.33,12806069.97
771,สมุดโน้ต,2976,641.29,1908471.37
772,ยางลบ,2458,4615.03,11343740.37
773,สมุดโน้ต,2399,223.35,535807.05
774,ดินสอ,1593,3552.1,5658496.53
775,สมุดโน้ต,1630,2560.35,4173372.41
776,ยางลบ,297,2747.59,816035.68
777,ดินสอ,4089,2835.83,11595706.05
778,ดินสอ,959,3944.53,3782807.06
779,ยางลบ,3861,2379.04,9185480.84
780,003 / เครื่องฟอกอากาศ,4991,3606.24,17998725.42
781,ยางลบ,1110,3018.42,3350447.37
782,ปากกาลูกลื่น,554,1795.3,994596.4
783,ยางลบ,4410,1811.76,7989862.57
784,ปากกาลูกลื่น,3071,3774.52,11591562.8
785,สมุดโน้ต,966,602.78,582290.06
786,003 / เครื่องฟอกอากาศ,3379,4777.82,16144255.12
787,ยางลบ,3441,1361.07,4683454.26
788,ยางลบ,4551,1410.69,6420037.52
789,สมุดโน้ต,736,3133.73,2306428.81
790,ปากกาลูกลื่น,3783,4843.96,18324695.52
791,ดินสอ,95,619.24,58827.35
792,003 / เครื่องฟอกอากาศ,4917,3972.4,19532306.26
793,ดินสอ,4352,3490.96,15192679.55
794,ยางลบ,4810,1582.09,7609864.84
795,003 / เครื่องฟอกอากาศ,2034,2773.59,5641477.44
796,ปากกาลูกลื่น,4532,1106.24,5013499.57
797,ปากกาลูกลื่น,1168,2076.37,2425198.2
798,003 / เครื่องฟอกอากาศ,491,3188.49,1565549.69
